"","OBJECTID","TAG","LU_NSWCode","LU_NSWMajo","LU_NSWDeta","LU_SCALDCo","LU_ALUM4Co","LU_ALUM5Co","LU_ALUM6Co","LU_ALUMMaj","LU_ALUMDet","Source","SourceScal","SourceDate","Reliabilit","LU_Mapping","Shape_Leng","Shape_Area","LU_ALUM7Co","LandUse"
"922",109788,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2001-08-15,3,2004-09-13,4.78548889307,0.00049207703,"5.7.2",44
"923",42039,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04243146607,1.736344e-05,"1.3.4",3
"924",42040,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02633449083,7.3948e-06,"1.3.4",3
"925",364372,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.00920341164,4.24509e-06,"3.2.1",57
"926",42041,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05248079122,2.301041e-05,"1.3.4",3
"927",58466,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05738723846,9.101621e-05,"2.1.0",22
"928",42042,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06724358721,1.508797e-05,"1.3.4",3
"929",42043,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0401457533,1.069222e-05,"1.3.4",3
"930",42044,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02887637328,2.63587e-06,"1.3.4",3
"931",42045,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.10502271564,9.80445e-06,"1.3.4",3
"932",370537,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.07060081295,8.92649e-05,"1.3.3",35
"933",42046,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04737504782,4.2333e-06,"1.3.4",3
"934",42047,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06442883199,2.864086e-05,"1.3.4",3
"935",42048,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04183037393,1.698051e-05,"1.3.4",3
"936",368487,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.02804657052,1.742759e-05,"3.2.1",53
"937",372600,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.02849197751,4.002462e-05,"3.2.1",57
"938",58484,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02979873745,3.308789e-05,"2.1.0",22
"939",58485,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.17546325089,0.00075373088,"2.1.0",22
"940",58486,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.04971123065,4.249172e-05,"2.1.0",22
"941",58491,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.80770317054,0.00269610081,"2.1.0",22
"942",298709,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-19,3,NA,0.01473907672,1.51941e-05,"3.2.1",56
"943",368529,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.02591798988,1.786754e-05,"3.2.1",56
"944",296672,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-19,3,NA,0.00631473647,1.96153e-06,"1.3.3",35
"945",370586,"NP","NP","Conservation Area","National park","nsg","1.1.3","1.1.3","1.1.3","Nature conservation","National park","air photo","1:25,000",2001-11-01,3,NA,0.05836529101,0.00011973791,"1.1.3",34
"946",366480,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.00442200058,1.51597e-06,"3.2.1",56
"947",364447,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.02087291935,9.65056e-06,"1.3.0",2
"948",58540,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.06439945912,4.795649e-05,"2.1.0",22
"949",58543,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.00357079194,4.557e-07,"2.1.0",22
"950",58548,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.09888782096,5.269029e-05,"2.1.0",22
"951",58552,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.05322188779,4.357844e-05,"2.1.0",22
"952",368567,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.04151437085,2.892166e-05,"1.3.3",35
"953",58553,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00551469859,7.7568e-07,"2.1.0",22
"954",58554,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.02419164933,2.253329e-05,"2.1.0",22
"955",364467,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.03431429983,2.57735e-05,"3.2.1",53
"956",33924,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,1.40414138915,0.01640701834,"3.3.0",6
"957",58563,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.07371209021,3.540885e-05,"2.1.0",22
"958",298780,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-19,3,NA,0.00394905697,9.9586e-07,"6.2.0",14
"959",364479,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.03823557793,2.710863e-05,"3.2.1",53
"960",372693,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:25,000",2001-11-01,3,NA,0.00010283023,3e-11,"5.7.2",44
"961",372694,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:25,000",2001-11-01,3,NA,0.02309009406,1.91799e-06,"5.7.2",44
"962",58581,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.00994964884,6.30194e-06,"2.1.0",22
"963",368598,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.0509544589,5.586853e-05,"3.2.1",53
"964",58585,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01766443659,9.89957e-06,"2.1.0",22
"965",366553,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.04544514914,7.720353e-05,"1.3.3",35
"966",58594,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05751835393,8.361465e-05,"2.1.0",22
"967",366563,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.01258169471,1.063366e-05,"1.3.3",35
"968",58603,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04198987694,6.423162e-05,"2.1.0",22
"969",298814,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-19,3,NA,0.03490201124,3.467632e-05,"3.2.1",53
"970",173577,"74","74","Wetland","Floodplain swamp","k0b","6.5.0","6.5.0","6.5.0","Marsh/wetland","Marsh/wetland","air photo","1:50,000",2003-05-11,3,NA,0.0241039079,3.381992e-05,"6.5.0",17
"971",204372,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00878785107,2.69271e-06,"6.2.0",14
"972",173579,"74","74","Wetland","Floodplain swamp","k0b","6.5.0","6.5.0","6.5.0","Marsh/wetland","Marsh/wetland","air photo","1:50,000",2003-05-11,3,NA,0.01079152946,5.8702e-06,"6.5.0",17
"973",368627,"117G","117G","Conservation Area","Wide road reserve or TSR, currently used for intensive grazing","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.03625174699,2.846863e-05,"3.2.1",58
"974",58614,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04770039211,5.806935e-05,"2.1.0",22
"975",204377,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00311003398,6.8203e-07,"6.2.0",14
"976",366575,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.04820501047,3.981998e-05,"3.2.1",53
"977",204379,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-05-11,3,NA,0.00183754879,2.5629e-07,"6.2.0",14
"978",153055,"4Q","4Q","Grazing","Volunteer, naturalised, native or improved pastures - with fixed irrigation system not used at the time of mapping","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.10471403473,0.00029548694,"3.2.1",54
"979",153056,"4Q","4Q","Grazing","Volunteer, naturalised, native or improved pastures - with fixed irrigation system not used at the time of mapping","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00992251356,5.79203e-06,"3.2.1",54
"980",173586,"74","74","Wetland","Floodplain swamp","k0b","6.5.0","6.5.0","6.5.0","Marsh/wetland","Marsh/wetland","air photo","1:50,000",2003-05-11,3,NA,0.00908782061,1.71302e-06,"6.5.0",17
"981",204381,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00408316161,1.12988e-06,"6.2.0",14
"982",153057,"4Q","4Q","Grazing","Volunteer, naturalised, native or improved pastures - with fixed irrigation system not used at the time of mapping","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0217049795,3.303273e-05,"3.2.1",54
"983",153058,"4Q","4Q","Grazing","Volunteer, naturalised, native or improved pastures - with fixed irrigation system not used at the time of mapping","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02937073819,4.832806e-05,"3.2.1",54
